sample	LeechJ_xxxx__AF94	LeechJ_xxxx__AF93	LeechJ_xxxx__AF92	LeechJ_xxxx__AF91	LeechJ_xxxx__AF89	LeechJ_xxxx__AF88	LeechJ_xxxx__AF87	LeechJ_xxxx__AF86	LeechJ_xxxx__AF84	LeechJ_xxxx__AF83	LeechJ_xxxx__AF82	LeechJ_xxxx__AF81	LeechJ_xxxx__AF80	LeechJ_xxxx__AF78	LeechJ_xxxx__AF77	LeechJ_xxxx__AF76	LeechJ_xxxx__AF74	LeechJ_xxxx__AF73	LeechJ_xxxx__AF72	LeechJ_xxxx__AF71	LeechJ_xxxx__AF70	LeechJ_xxxx__AF69	LeechJ_xxxx__AF68	LeechJ_xxxx__AF67	LeechJ_xxxx__AF66	LeechJ_xxxx__AF65	LeechJ_xxxx__AF64	LeechJ_xxxx__AF63	LeechJ_xxxx__AF62	LeechJ_xxxx__AF61	LeechJ_xxxx__AF60	LeechJ_xxxx__AF59	LeechJ_xxxx__AF58	LeechJ_xxxx__AF57	LeechJ_xxxx__AF56	LeechJ_xxxx__AF55	LeechJ_xxxx__AF54	LeechJ_xxxx__AF53	LeechJ_xxxx__AF52	LeechJ_xxxx__AF51	LeechJ_xxxx__AF50	LeechJ_xxxx__AF49	LeechJ_xxxx__AF48	LeechJ_xxxx__AF47	LeechJ_xxxx__AF46	LeechJ_xxxx__AF45	LeechJ_xxxx__AF44	LeechJ_xxxx__AF43	LeechJ_xxxx__AF42	LeechJ_xxxx__AF41	LeechJ_xxxx__AF40	LeechJ_xxxx__AF39	LeechJ_xxxx__AF38	LeechJ_xxxx__AF37	LeechJ_xxxx__AF35	LeechJ_xxxx__AF34	LeechJ_xxxx__AF33	LeechJ_xxxx__AF32	LeechJ_xxxx__AF31	LeechJ_xxxx__AF30	LeechJ_xxxx__AF29	LeechJ_xxxx__AF28	LeechJ_xxxx__AF27	LeechJ_xxxx__AF26	LeechJ_xxxx__AF25	LeechJ_xxxx__AF24	LeechJ_xxxx__AF23	LeechJ_xxxx__AF22	LeechJ_xxxx__AF21	LeechJ_xxxx__AF20	LeechJ_xxxx__AF19	LeechJ_xxxx__AF18	LeechJ_xxxx__AF17	LeechJ_xxxx__AF16	LeechJ_xxxx__AF15	LeechJ_xxxx__AF14	LeechJ_xxxx__AF12	LeechJ_xxxx__AF11	LeechJ_xxxx__AF10	LeechJ_xxxx__AF09	LeechJ_xxxx__AF08	LeechJ_xxxx__AF06	LeechJ_xxxx__AF05	LeechJ_xxxx__AF04	LeechJ_xxxx__AF03	LeechJ_xxxx__AF02	LeechJ_xxxx__AF01
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_oris|t__SGB7093	0.0	0.0	0.0	0.0	0.0	0.99021	1.72256	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61548	0.0	0.0	0.08442	0.0	0.0	0.0	0.0	0.0	0.0	0.02699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_panis|t__SGB7094	0.0	0.0	0.0	1.93644	0.0	8.1218	1.01713	0.0	0.6261	0	44.36977	0.0	0	0.00246	0.0	0	0.0	0	0.0	0.83175	2.96604	0.0	0.0	0.04834	0.0	0.0	0.10589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.64411	0.0	11.2501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.57479	21.60317	0.0	0.0	0.0	0.0	0.0	0.05556	0.65187	0.0	0.0	0.03315	0.0	0.0	0.0	0.03732	0.0	2.74905	0.0	0.0	0.0	0.0	0.25809	0.0	0.61727	0.0	0.0	0.23139	0.0	0.0	0.0	0.0	0.0	0.0	0.68027	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_pontis|t__SGB7090	0.0	0.0	0.0	0.0	0.0	0.06723	0.36695	0.0	15.74976	0	3.74795	0.0	0	0.0	0.4599	0	0.0	0	0.0	0.07663	0.21742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24229	2.20132	0.0	0.12826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33072	1.1967	0.0	0.0	0.0	0.0	0.0	0.0	0.32443	0.0	0.0	0.02941	0.0	0.0	0.0	0.06619	0.0	0.0	0.0	0.0	0.41489	0.0	0.26175	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_reuteri|t__SGB7095	0.0	0.0	0.0	0.0	0.0	0.0	0.08909	0.0	0.0	0	0.0	0.0	0	1.52981	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.73938	0.0	0.0	33.51575	0.15841	0.0	0.0	0.0	0.0	0.0	0.0	0.55539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_secaliphilus|t__SGB7102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00902	0.0	0.67342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_vaginalis|t__SGB7098	0.0	0.0	0.0	0.0	0.0	0.0	0.08357	0.0	0.0	0	0.47575	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57343	0.0	0.02084	0.0	0.03224	0.01639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_capillatus|t__SGB7069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77957	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_hordei|t__SGB7074	0.0	0.0	0.0	0.0	0.49693	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.00328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_mali|t__SGB7073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_nagelii|t__SGB7063	0.0	0.0	0.0	0.67707	15.58697	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.37807	2.55482	1.61364	0.26841	0.0	0.0	0.0	0.0	0.0	4.22948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64031	0.0	0.23816	0.0	0.06221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20266	0.00587	0.0	0.0	0.0	0.0	0.0	0.09777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13802	0.0	0.05234	0.0	0.04389	0.0	0.0	2.32025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32808	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_vini|t__SGB7065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.01464	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.00212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Loigolactobacillus|s__Loigolactobacillus_bifermentans|t__SGB7186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.04735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27583	0.0	0.0	0.0	0.0	0.0	0.0	0.0103	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Loigolactobacillus|s__Loigolactobacillus_coryniformis|t__SGB7198	0.0	0.0	0.0	0.0	0.0	0.14272	0.31604	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24203	0.0	2.80433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58937	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Oenococcus|s__Oenococcus_alcoholitolerans|t__SGB7156	0.0	0.0	0.0	0.10387	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17739	0.0	0.0	0.0	0.0	0.0	0.0	0.00736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0309	0.0	0.03217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Oenococcus|s__Oenococcus_kitaharae|t__SGB5610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.01319	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Oenococcus|s__Oenococcus_oeni|t__SGB5611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Paucilactobacillus|s__Paucilactobacillus_vaccinostercus|t__SGB7173	0.0	0.0	0.0	0.0	0.06766	0.0	0.02275	0.0	0.0	0	0.01796	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0118	3.17681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04425	0.0	0.0	0.05127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici|t__SGB64256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.89668	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03226	0.05894	0.01644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14794	0.0	0.0	0.0	0.0	0.0	0.0	1.59867	0.0	0.0	5.93204	15.4498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici|t__SGB7168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.99869	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.18543	0.79667	0.0	0.0	0.0	0.0093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61134	0.0	0.0	0.18867	0.06752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32412	0.0	0.0	15.12401	8.87442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_argentinicus|t__SGB7171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_pentosaceus|t__SGB7169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68139	0	0.07516	1.42894	0	16.09536	0.0	0	0.0	0	0.68116	0.0	0.0	0.0	0.0	0.0	3.20687	0.0	0.0	37.62259	61.28399	97.96482	80.66384	0.0	0.0	0.0	0.0	0.0	0.11348	0.0	0.0	0.0	59.97129	79.69466	0.0	0.0	15.94815	0.02727	4.94832	0.0	0.0	0.0	0.0	0.0	0.0	0.70469	1.5222	0.0	1.71934	0.0	0.0	0.0	0.17331	0.0	0.0	0.0	20.50821	0.0	0.0	0.0	0.0	0.00546	0.0	0.0	0.0	0.0	0.0	4.57725	1.6659	0.0	0.0	0.0	0.27592	0.0	38.05758	0.0	3.47636	29.26324	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_stilesii|t__SGB7170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Schleiferilactobacillus|s__Schleiferilactobacillus_harbinensis|t__SGB7136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69417	0	0.81929	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.01159	0.0	0.00591	0.02974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20184	0.0	0.0	0.0	0.0	0.0	0.00543	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Schleiferilactobacillus|s__Schleiferilactobacillus_perolens|t__SGB7135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02799	0	0.56729	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Secundilactobacillus|s__Secundilactobacillus_folii|t__SGB80452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00802	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Secundilactobacillus|s__Secundilactobacillus_similis|t__SGB7212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.00066	0.0	0.00545	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_beninensis|t__SGB94717	0.0	0.0	0.0	0.0	1.26503	0.0	0.0	0.0	1.28488	0	0.01486	0.00032	0	0.001	0.0	0	0.0	0	0.0	0.07052	0.05365	1.1857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04931	3.7764	0.0	0.78869	0.0	0.0	0.0	0.0	0.0	0.0	16.63597	0.0	0.0	0.0	0.0	0.0	0.00535	0.13815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03222	0.11622	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_cibaria|t__SGB29579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0	0.0	0.00202	0	0.15113	0.0	0	0.0	0	0.0	0.0	0.0	0.00546	0.0	0.0	0.0	0.0	0.0	0.0	0.02165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_cibaria|t__SGB7114	0.0	0.0	0.00217	0.0	0.01093	0.02654	0.0	0.45437	0.09562	0	0.10013	0.18199	0	2.21318	0.0	0	0.0	0	0.0	0.00154	0.36757	12.84644	1.12864	0.0	0.13079	0.0	0.0	0.0	0.61137	0.0302	0.6923	0.0	0.0	0.0	0.0	0.0	0.56665	0.0	0.0	0.0	2.49976	0.07809	0.0	0.0	1.30455	0.0	1.74933	0.0	0.0	0.0	0.0	0.0	1.30349	0.05655	1.10275	0.0	0.25603	0.0	0.00167	0.0	0.0	0.0	0.7434	0.0	1.6377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45292	0.0	0.4154	0.0	0.0
